ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
03MA,small_airport,Hadley Airport,150.0,,US,US-MA,Hadley,03MA,,03MA,"42.393431, -72.551553"
03MD,heliport,Upper Chesapeake Medical Center Heliport,302.0,,US,US-MD,Bel Air,03MD,,03MD,"39.518427, -76.346022"
03ME,small_airport,Maple Ridge Airport,556.0,,US,US-ME,Harrison,03ME,,03ME,"44.084251, -70.626905"
03MI,heliport,Harold Miller Heliport,585.0,,US,US-MI,Bay City,03MI,,03MI,"43.550899505615234, -83.86219787597656"
03MN,small_airport,Nauerth Land Ranch Airport,1435.0,,US,US-MN,Lakefield,03MN,,03MN,"43.62519836425781, -95.22470092773438"
03MO,closed,Cahoochie Airport,1010.0,,US,US-MO,Urbana,,,,"37.884499, -93.131599"
03MS,heliport,Vicksburg Medical Center Heliport,110.0,,US,US-MS,Vicksburg,03MS,,03MS,"32.31880187988281, -90.8832015991211"
03MT,small_airport,Cascade Field,3580.0,,US,US-MT,Cascade,3MT7,,3MT7,"47.267327, -111.71748"
03MU,small_airport,McDonnell Airport,874.0,,US,US-MO,Archie,03MU,,03MU,"38.4925, -94.412498"
03NC,small_airport,Pilots Ridge Airport,35.0,,US,US-NC,Carolina Beach,03NC,,03NC,"34.10430145263672, -77.9041976928711"
03ND,small_airport,Olafson Brothers Airport,1045.0,,US,US-ND,Edinburg,03ND,,03ND,"48.626399993896484, -97.8290023803711"
03NE,small_airport,Hyde Ranch Airport,2430.0,,US,US-NE,Comstock,03NE,,03NE,"41.5463981628418, -99.3311996459961"
03NH,heliport,Lorden Heliport,400.0,,US,US-NH,Milford,03NH,,03NH,"42.815399169921875, -71.12439727783203"
03NJ,closed,AT&T Heliport,360.0,,US,US-NJ,Berkeley Heights,,,,"40.668713, -74.410152"
03NM,heliport,Miner's Colfax Medical Center Heliport,6600.0,,US,US-NM,Raton,03NM,,03NM,"36.862377, -104.442853"
03NR,heliport,Johnston Medical Center Heliport,320.0,,US,US-NC,Clayton,03NR,,03NR,"35.63027, -78.50392"
03NV,small_airport,Llama Ranch Airport,6120.0,,US,US-NV,Ruby Valley,03NV,,03NV,"40.58440017700195, -115.2979965209961"
03NY,small_airport,Talmage Field,95.0,,US,US-NY,Riverhead,03NY,,03NY,"40.958308, -72.717326"
03OH,small_airport,Gibbs Field,580.0,,US,US-OH,Fremont,03OH,,03OH,"41.416933, -83.018339"
03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",890.0,,US,US-OH,Garfield Heights,03OI,,03OI,"41.420312, -81.599552"
03OK,small_airport,Sahoma Lake Airport,890.0,,US,US-OK,Sapulpa,03OK,,03OK,"36.041259, -96.161517"
03OL,small_airport,Bluebird Airport,1232.0,,US,US-OK,Alex,03OL,,03OL,"35.012334, -97.702735"
03OR,small_airport,Powwatka Ridge Airport,3340.0,,US,US-OR,Troy,03OR,,03OR,"45.85540008544922, -117.48400115966797"
03PA,heliport,Collegeville Heliport,197.0,,US,US-PA,Collegeville,03PA,,03PA,"40.162899017333984, -75.4656982421875"
03PN,heliport,M.P. Metals Heliport,479.0,,US,US-PA,Berwick,03PN,,03PN,"41.066861, -76.180806"
03PR,small_airport,Sun View Field Airport,980.0,,US,US-KS,Bonner Springs,03PR,,03PR,"39.065931, -94.938417"
03PS,closed,Ziggy's Field,1050.0,,US,US-PA,Bellefonte,,,,"40.849998, -77.905602"
03S,small_airport,Sandy River Airport,704.0,,US,US-OR,Sandy,03S,,03S,"45.401798248291016, -122.22899627685547"
03SC,heliport,Seacoast Medical Center Heliport,73.0,,US,US-SC,Little River,03SC,,03SC,"33.8650016784668, -78.66190338134766"
03TA,closed,Gay Hill Farm Airport,505.0,,US,US-TX,Gay Hill,,,,"30.262699, -96.500198"
03TE,small_airport,Barronena Ranch Airport,600.0,,US,US-TX,Hebbronville,03TE,,03TE,"27.490812, -98.669615"
03TN,heliport,Eagles Landing Heliport,1000.0,,US,US-TN,Sevierville,03TN,,03TN,"35.92250061035156, -83.57939910888672"
03TS,heliport,Shannon Medical Center Heliport,1825.0,,US,US-TX,San Angelo,03TS,,03TS,"31.4658, -100.43397"
03TT,small_airport,Brazos Polo Airport,117.0,,US,US-TX,Orchard,03TT,,03TT,"29.632117, -95.932481"
03TX,heliport,M D K Field Heliport,50.0,,US,US-TX,Pearland,03TX,,03TX,"29.580929, -95.30508"
03UT,small_airport,AZ Minerals Corporation Airport,5315.0,,US,US-UT,Mexican Hat,03UT,,03UT,"37.114384, -109.99014"
03VA,closed,Whipoorwill Springs Airport,250.0,,US,US-VA,Nokesville,,,,"38.66460037231445, -77.57969665527344"
03WA,small_airport,Spangle Field,2440.0,,US,US-WA,Spangle,03WA,,03WA,"47.408199310302734, -117.37200164794922"
03WI,closed,Zink Airport,880.0,,US,US-WI,Berlin,,,,"44.028873, -88.883945"
03WN,small_airport,Aerostone Ranch Airport,2320.0,,US,US-WA,Goldendale,03WN,,03WN,"45.875, -120.66999816894531"
03WT,heliport,Lopez Medical Clinic Heliport,38.0,,US,US-WA,Lopez Island,03WT,,03WT,"48.524894, -122.912394"
03XA,heliport,Del Sol Medical Center Heliport,3881.0,,US,US-TX,El Paso,03XA,,03XA,"31.7574, -106.346895"
03XS,small_airport,Creekside Airport,2100.0,,US,US-TX,Mertzon,03XS,,03XS,"31.318099975585938, -100.75399780273438"
04AA,small_airport,Flying W Ranch Airport,250.0,,US,US-AK,Soldotna,04AA,,04AA,"60.535833, -150.811387"
04AL,heliport,Anniston AHP (Anniston Army Depot),686.0,,US,US-AL,Anniston,04AL,,04AL,"33.62639999, -85.96720123"
04AN,small_airport,North 40 Airport,943.0,,US,US-AK,Sutton,04AN,,04AN,"61.737511, -148.700724"
04AR,heliport,Saline Memorial Hospital Heliport,430.0,,US,US-AR,Benton,04AR,,04AR,"34.574319, -92.586047"
04AZ,closed,Chinle Airport,5515.0,,US,US-AZ,Chinle,,,,"36.147197, -109.560771"
04CA,small_airport,Gray Butte Field,3020.0,,US,US-CA,Palmdale,KGXA,,04CA,"34.5639, -117.675003"
04CL,small_airport,Hunt's Sky Ranch Airport,2310.0,,US,US-CA,Julian,04CL,,04CL,"33.08169937133789, -116.44100189208984"
04CT,heliport,Shingle Mill Heliport,880.0,,US,US-CT,Harwinton,04CT,,04CT,"41.75510025024414, -73.05239868164062"
04F,closed,De Leon Municipal Airport,1293.0,,US,US-TX,De Leon,,,,"32.098801, -98.525325"
04FA,small_airport,Richards Field,9.0,,US,US-FL,Homestead,04FA,,04FA,"25.558700561523438, -80.51509857177734"
04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37.0,,US,US-FL,Brandon,04FD,,04FD,"27.929372, -82.336981"
04FL,small_airport,Cross Creek Farms Airport,30.0,,US,US-FL,Ormond Beach,04FL,,04FL,"29.240353, -81.222525"
04I,small_airport,Columbus Southwest Airport,920.0,,US,US-OH,Columbus,04I,,04I,"39.91120147705078, -83.18879699707031"
04IA,small_airport,Middlekoop Airport,801.0,,US,US-IA,Packwood,04IA,,04IA,"41.08829879760742, -92.05460357666016"
04ID,small_airport,Lanham Field,2343.0,,US,US-ID,Emmett,04ID,,04ID,"43.877015, -116.538365"
04II,closed,Turkey Run Airport,765.0,,US,US-IN,New Haven,,,,"41.1306, -84.994102"
04IL,small_airport,Schertz Aerial Service - Hudson Airport,755.0,,US,US-IL,Hudson,04IL,,04IL,"40.6375007629, -89.0070037842"
04IN,seaplane_base,Lake Gage Seaplane Base,954.0,,US,US-IN,Angola,04IN,,04IN,"41.701389, -85.113056"
04IS,small_airport,Van Gorder Airport,728.0,,US,US-IL,Mansfield,04IS,,04IS,"40.1786003112793, -88.56900024414062"
04KS,closed,Robinson Industries Heliport,835.0,,US,US-KS,Lawrence,,,,"38.978901, -95.219704"
04KY,small_airport,Natchez Trace Farm Airport,710.0,,US,US-KY,Hiseville,04KY,,04KY,"37.135101318359375, -85.78939819335938"
04LA,heliport,Saint James Parish Hospital Heliport,10.0,,US,US-LA,Lutcher,04LA,,04LA,"30.051001, -90.703848"
04LL,small_airport,Brunner Airport,750.0,,US,US-IL,West Dundee,04LL,,04LL,"42.13610076904297, -88.28759765625"
04LS,heliport,La National Guard Heliport,52.0,,US,US-LA,Baton Rouge,04LS,,04LS,"30.44610023498535, -91.10530090332031"
04MA,small_airport,Goddard Field,200.0,,US,US-MA,Haverhill,04MA,,04MA,"42.810908, -71.140959"
04MD,heliport,Chesapeake City Heliport,40.0,,US,US-MD,Chesapeake City,04MD,,04MD,"39.51810073852539, -75.82140350341797"
04ME,small_airport,Beech Hill Airport,625.0,,US,US-ME,Mercer,04ME,,04ME,"44.66669845581055, -69.8938980102539"
04MI,small_airport,Rapids Airway Airport,880.0,,US,US-MI,Eaton Rapids,04MI,,04MI,"42.53450012207031, -84.62830352783203"
04MN,small_airport,Helblad Airport,1195.0,,US,US-MN,Kelliher,04MN,,04MN,"47.985801696777344, -94.68689727783203"
04MO,closed,Airpark Private Airport,767.0,,US,US-MO,Vandalia,,,,"39.301201, -91.4515"
04MS,small_airport,Nick's Flying Service Inc Airport,100.0,,US,US-MS,Rolling Fork,04MS,,04MS,"32.940537, -90.836683"
04MT,small_airport,Pluhar Airport,2715.0,,US,US-MT,Cohagen,04MT,,04MT,"47.13749777779999, -106.488095"
04NC,heliport,Western Wake Medical Center Heliport,445.0,,US,US-NC,Cary,04NC,,04NC,"35.739200592, -78.7822036743"
04NE,small_airport,Mc Connell Field Airport,3035.0,,US,US-NE,Sarben,04NE,,04NE,"41.159999847399995, -101.299003601"
04NJ,small_airport,Emmanuel Airport,155.0,,US,US-NJ,Elmer,04NJ,,04NJ,"39.596801757799994, -75.2334976196"
04NR,heliport,McGee 04 Heliport,40.0,,US,US-NC,Jacksonville,04NR,,04NR,"34.775671, -77.392244"
04NV,small_airport,Kingston Ranch Airport,2620.0,,US,US-NV,Sandy Valley,04NV,,04NV,"35.7555007935, -115.665000916"
04NY,small_airport,Klaverack Airport,250.0,,US,US-NY,Hudson,04NY,,04NY,"42.262298584, -73.6961975098"
04OG,heliport,Teufel Heliport,185.0,,US,US-OR,Forest Grove,04OG,,04OG,"45.530833, -123.085556"
04OH,closed,Bossow Airport,1080.0,,US,US-OH,Garrettsville,,,,"41.2477, -81.100701"
04OK,heliport,Stillwater Medical Center Heliport,984.0,,US,US-OK,Stillwater,04OK,,04OK,"36.1152992249, -97.079498291"
04OR,small_airport,Collins Landing Strip,1500.0,,US,US-OR,Mitchell,04OR,,04OR,"44.7499008179, -120.200996399"
04PA,heliport,S & C Distribution Center Heliport,50.0,,US,US-PA,Philadelphia,04PA,,04PA,"39.87929916379999, -75.2287979126"
04PN,heliport,Strawbridge & Clothier Exton Heliport,320.0,,US,US-PA,Exton,04PN,,04PN,"40.0306619, -75.63021"
04SC,heliport,Emergency Helipad,994.0,,US,US-SC,Easley,04SC,,04SC,"34.842188, -82.60714"
04SD,heliport,Cheyenne River Health Center Heliport,2437.0,,US,US-SD,Eagle Butte,04SD,,04SD,"44.993124, -101.243011"
04TA,closed,Capitol National Bank Building Heliport,540.0,,US,US-TX,Austin,,,,"30.270262, -97.745275"
04TE,heliport,Veterans Affairs Medical Center Heliport,49.0,,US,US-TX,Houston,04TE,,04TE,"29.699687, -95.39069"
04TN,small_airport,Hensley Airpark,1430.0,,US,US-TN,Chuckey,04TN,,04TN,"36.183300018299995, -82.67890167239999"
04TS,heliport,Hummingbird Heliport,690.0,,US,US-TX,Round Rock,04TS,,04TS,"30.553284, -97.605358"
04TT,small_airport,4D Ranch Airport,1550.0,,US,US-TX,Utopia,04TT,,04TT,"29.713072, -99.545642"
04TX,small_airport,Pocock Airport,565.0,,US,US-TX,China Spring,04TX,,04TX,"31.732779, -97.369326"
04UT,small_airport,Navajo Mountain Airport,6160.0,,US,US-UT,Navajo Mountain,04UT,,04UT,"37.006689, -110.794701"
04V,small_airport,Saguache Municipal Airport,7826.0,,US,US-CO,Saguache,04V,,04V,"38.0990833, -106.1743889"
04VA,heliport,Russell County Medical Center Heliport,2004.0,,US,US-VA,Lebanon,04VA,,04VA,"36.898, -82.078"
04VG,small_airport,Manquin Flight Park Ultralightport,50.0,,US,US-VA,Manquin,04VG,,04VG,"37.706546, -77.201621"
04VT,small_airport,Lightning Bolt Field Airport,2156.0,,US,US-VT,Cabot,04VT,,04VT,"44.4011001587, -72.26360321039999"
04W,small_airport,Field of Dreams Airport,1021.0,,US,US-MN,Hinckley,K04W,,04W,"46.0228, -92.895401"
04WA,small_airport,Ox Meadows Airport,2345.0,,US,US-WA,Spokane,04WA,,04WA,"47.581795, -117.437131"
04WI,small_airport,Dutch Gap Airstrip,760.0,,US,US-WI,Bristol,04WI,,04WI,"42.523399353, -88.0167007446"
04WN,small_airport,Stillwater Creek Airport,1510.0,,US,US-WA,Royal City,04WN,,04WN,"46.95835, -119.63864"
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137.0,,US,US-WV,Morgantown,04WV,,04WV,"39.6536111111, -79.9561111111"
04XA,small_airport,Pecan Field,1130.0,,US,US-TX,Jermyn,04XA,,04XA,"33.283933, -98.402861"
04XS,closed,Schmidts Heliport,625.0,,US,US-TX,Mansfield,,,,"32.5821, -97.142502"
05AK,small_airport,Wasilla Creek Airpark,620.0,,US,US-AK,Palmer,05AK,,05AK,"61.66830063, -149.1880035"
05AL,heliport,Allen Stagefield Army Heliport,365.0,,US,US-AL,Fort Rucker/Wicksburg,05AL,,05AL,"31.2311992645, -85.64969635010002"
05AR,small_airport,Ozark Skies Airpark,1900.0,,US,US-AR,Kingston,05AR,,05AR,"36.000633, -93.57025"
05AZ,heliport,Yuma Regional Medical Center Heliport,200.0,,US,US-AZ,Yuma,05AZ,,05AZ,"32.683452, -114.634346"
05B,seaplane_base,Van Buren Seaplane Base,440.0,,US,US-ME,Van Buren,,,05B,"47.158901, -67.931999"
05CA,heliport,Lost Hills Sheriff's Station Heliport,888.0,,US,US-CA,Calabasas,05CA,,05CA,"34.136516, -118.714685"
05CL,small_airport,Pope Valley Airport,618.0,,US,US-CA,Pope Valley,05CL,,05CL,"38.6106987, -122.39099884"
05CO,small_airport,Rancho de Aereo Airport,4978.0,,US,US-CO,Mead,05CO,,05CO,"40.214984, -104.984423"
05CT,heliport,O And G Heliport,600.0,,US,US-CT,Torrington,05CT,,05CT,"41.7737007141, -73.1162033081"
05FA,small_airport,Melanie's Airport,295.0,,US,US-FL,Florala,05FA,,05FA,"30.918899536132812, -86.21829986572266"
05FD,heliport,Aventura Heliport,6.0,,US,US-FL,North Miami Beach,05FD,,05FD,"25.960899353027344, -80.13919830322266"
05FL,small_airport,Charlton Strip,36.0,,US,US-FL,La Belle,05FL,,05FL,"26.52018, -81.41031"
05GA,small_airport,Raju Airport,625.0,,US,US-GA,Richland,05GA,,05GA,"32.0713996887207, -84.71440124511719"
05IA,small_airport,Spotts Field,1155.0,,US,US-IA,Nora Springs,05IA,,05IA,"43.13750076293945, -93.06829833984375"
05ID,small_airport,Running Creek Ranch Airport,2969.0,,US,US-ID,Elk City,05ID,,05ID,"45.914101, -114.835999"
05II,closed,Reichhart Airport,795.0,,US,US-IN,New Haven,,,,"41.028702, -84.9972"
05IL,small_airport,Classic Landings Airport,635.0,,US,US-IL,Bonfield,05IL,,05IL,"41.156700134277344, -88.0167007446289"
05IN,small_airport,Cooper Airport,860.0,,US,US-IN,Belleville,05IN,,05IN,"39.641998291015625, -86.50420379638672"
05IS,small_airport,Hardy Airport,605.0,,US,US-IL,Mount Auburn,05IS,,05IS,"39.72589874267578, -89.26399993896484"
05KS,small_airport,Darbro Field,945.0,,US,US-KS,Elk City,05KS,,05KS,"37.26620101928711, -95.95919799804688"
05KT,small_airport,High Point Farm Airport,880.0,,US,US-KY,Frankfort,05KT,,05KT,"38.187091, -84.93011"
05KY,small_airport,Cartersville Airport,1070.0,,US,US-KY,Paint Lick,05KY,,05KY,"37.53575, -84.407303"
05LA,small_airport,Greg's Flying Service Airport,76.0,,US,US-LA,Winnsboro,05LA,,05LA,"32.265301, -91.6978"
05LL,heliport,Midwest Heliport,710.0,,US,US-IL,Willowbrook,05LL,,05LL,"41.749228, -87.935783"
05LS,small_airport,Grass Roots Airport,83.0,,US,US-LA,Alexandria,05LS,,05LS,"31.252148, -92.47569"
05M,heliport,Pauls Valley General Hospital Heliport,911.0,,US,US-OK,Pauls Valley,,,,"34.71979, -97.214237"
05MA,heliport,Bentley Heliport,80.0,,US,US-MA,Ipswich,05MA,,05MA,"42.691200256347656, -70.91230010986328"
05MD,small_airport,Breezecroft Airport,20.0,,US,US-MD,Chestertown,05MD,,05MD,"39.244232, -76.198661"
05ME,small_airport,Drisko Airport,70.0,,US,US-ME,Jonesboro,05ME,,05ME,"44.65700149536133, -67.55919647216797"
05MI,heliport,Beaumont Hospital Taylor Heliport,621.0,,US,US-MI,Taylor,05MI,,05MI,"42.236433, -83.276421"
05MN,heliport,Northern Pines Medical Center Heliport,1446.0,,US,US-MN,Aurora,05MN,,05MN,"47.5175001, -92.2302778"
05MO,closed,Portageville Community Heliport,272.0,,US,US-MO,Portageville,,,,"36.429798, -89.680099"
05MS,heliport,VA Medical Center Jackson Heliport,359.0,,US,US-MS,Jackson,05MS,,05MS,"32.32973, -90.16273"
05MT,small_airport,Jones Landing Airport,4364.0,,US,US-MT,Belgrade,05MT,,05MT,"45.815368, -111.152163"
05NC,closed,Brunswick Community Hospital Heliport,63.0,,US,US-NC,Supply,,,,"34.008099, -78.2911"
05NE,small_airport,Mc Kay Airport,2010.0,,US,US-NE,Spalding,05NE,,05NE,"41.7221984863, -98.3089981079"
05NH,heliport,Stumpfield Heliport,200.0,,US,US-NH,Kensington,05NH,,05NH,"42.92390060424805, -70.95140075683594"
05NJ,heliport,Paulus Hook Pier Heliport,7.0,,US,US-NJ,Jersey City,05NJ,,05NJ,"40.7140007019043, -74.03150177001953"
05NV,small_airport,Baker Ranches Airport,5180.0,,US,US-NV,Baker,05NV,,05NV,"39.0311, -114.088219"
05NY,heliport,Oswego County At Pulaski Heliport,445.0,,US,US-NY,Pulaski,05NY,,05NY,"43.551998138427734, -76.09020233154297"
05OG,heliport,Drill Field Pad Heliport,415.0,,US,US-OR,Eugene,05OG,,05OG,"44.059531, -123.118951"
05OH,small_airport,Eaglecrest Field,968.0,,US,US-OH,Conesville,05OH,,05OH,"40.184513, -81.920564"
05OI,small_airport,Dorlon Airpark,830.0,,US,US-OH,Columbia Station,05OI,,05OI,"41.28839874267578, -81.96260070800781"
05OK,closed,Hawk Haven Airport,1075.0,,US,US-OK,Crescent,,,,"35.8534, -97.567497"
05OR,small_airport,Peacock Ranch Airport,3500.0,,US,US-OR,Enterprise,05OR,,05OR,"45.44428, -117.34722"
05PA,heliport,PECO Mob. Heliport,110.0,,US,US-PA,Philadelphia,05PA,,05PA,"39.9548, -75.178201"
05PN,heliport,State Police Area Iii Heliport,485.0,,US,US-PA,Harrisburg,05PN,,05PN,"40.30009841918945, -76.85800170898438"
05PS,small_airport,Mills Brothers Airport,1210.0,,US,US-PA,Neelyton,05PS,,05PS,"40.143075, -77.86221"
05S,small_airport,Vernonia Airfield,647.0,,US,US-OR,Vernonia,05S,,05S,"45.85150146484375, -123.24199676513672"
05TA,small_airport,Brandes Air Field,276.0,,US,US-TX,Sealy,05TA,,05TA,"29.809099197387695, -96.26509857177734"
05TE,small_airport,Hilde-Griff Field,950.0,,US,US-TX,Georgetown,05TE,,05TE,"30.72209930419922, -97.79139709472656"
05TN,closed,Thurmond Glenn Field,285.0,,US,US-TN,Covington,,,,"35.556998, -89.552903"
05TS,small_airport,Dew Drop Airport,750.0,,US,US-TX,Justin,05TS,,05TS,"33.12929916381836, -97.35859680175781"
05TX,small_airport,Circle A Ranch Airport,608.0,,US,US-TX,Blum,05TX,,05TX,"32.128974, -97.404582"
05UT,closed,Oljato Airport,4838.0,,US,US-UT,Oljato-Monument Valley,,,,"37.033626, -110.315778"
05V,small_airport,Blanca Airport,7720.0,,US,US-CO,Blanca,05V,,05V,"37.41109848022461, -105.552001953125"
05VA,small_airport,Providence Airport,445.0,,US,US-VA,Farmville,05VA,,05VA,"37.22420120239258, -78.4186019897461"
05VT,heliport,Port of Highgate Springs Heliport,68.0,,US,US-VT,Highgate Springs,05VT,,05VT,"45.013301849365234, -73.08670043945312"
05WA,heliport,Sacred Heart Medical Center Helistop,2220.0,,US,US-WA,Spokane,05WA,,05WA,"47.64820098876953, -117.41400146484375"
05WI,small_airport,Ames Private Airport,958.0,,US,US-WI,Darien,05WI,,05WI,"42.651100158691406, -88.74590301513672"
05WN,small_airport,Flat Creek Field,1570.0,,US,US-WA,Kettle Falls,05WN,,05WN,"48.702222, -118.0475"
05XA,heliport,Moore County Hospital District Heliport,3664.0,,US,US-TX,Dumas,05XA,,05XA,"35.863631, -101.970944"
05XS,small_airport,Johnson Memorial Airport,105.0,,US,US-AR,Wilmot,05XS,,05XS,"33.07929992675781, -91.54319763183594"
05Y,small_airport,Henning Municipal Airport,1455.0,,US,US-MN,Henning,05Y,,05Y,"46.30379867553711, -95.43949890136719"
06AA,small_airport,Twisted Sisters Airport,260.0,,US,US-AK,Sterling,06AA,,06AA,"60.540256, -150.813827"
06AK,small_airport,June Lake Airpark,425.0,,US,US-AK,Wasilla,06AK,,06AK,"61.627619, -149.575331"
06AL,heliport,Brown Stagefield Army Heliport,415.0,,US,US-AL,Fort Rucker/New Brockton,06AL,,06AL,"31.388399124145508, -85.97239685058594"
06AR,small_airport,Bondair Airport,499.0,,US,US-AR,Higden,06AR,,06AR,"35.544498443603516, -92.18489837646484"
06AZ,heliport,Mercy Gilbert Medical Center Heliport,1280.0,,US,US-AZ,Gilbert,06AZ,,06AZ,"33.287759, -111.751454"
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,115.0,,US,US-ME,Glenburn,,,06B,"44.907001, -68.805"
06CA,heliport,SCE Solar I Heliport,1942.0,,US,US-CA,Daggett,06CA,,06CA,"34.868942, -116.832024"
06CL,heliport,Abc7-Tv Heliport,520.0,,US,US-CA,Glendale,06CL,,06CL,"35.15719985961914, -118.28900146484375"
06CO,small_airport,Jecan Airport,5100.0,,US,US-CO,Branson,06CO,,06CO,"37.385754, -103.691482"
06FA,small_airport,William P Gwinn Airport,28.0,,US,US-FL,Jupiter,06FA,,06FA,"26.90839958190918, -80.32890319824219"
06FD,small_airport,Grass Roots Airpark,105.0,,US,US-FL,Mascotte,06FD,,06FD,"28.641700744628906, -81.88500213623047"
06FL,heliport,Morton Plant Hospital Heliport,3.0,,US,US-FL,Clearwater,06FL,,06FL,"27.953527, -82.806222"
06GA,heliport,Smith Heliport,1065.0,,US,US-GA,Redan,06GA,,06GA,"33.75339889526367, -84.16210174560547"
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,536.0,,US,US-IN,French Lick,06I,,06I,"38.43339920043945, -86.69110107421875"
06IA,small_airport,Rich Field,880.0,,US,US-IA,Walford,06IA,,06IA,"41.841400146484375, -91.83429718017578"
06ID,small_airport,Larkin Airport,2750.0,,US,US-ID,Kuna,06ID,,06ID,"43.46269989013672, -116.35900115966797"
06IL,small_airport,Humm Airport,708.0,,US,US-IL,Earlville,06IL,,06IL,"41.5994987487793, -88.86990356445312"
06IS,small_airport,Sinele Strip,695.0,,US,US-IL,Nauvoo,06IS,,06IS,"40.5463981628418, -91.27429962158203"
06KS,heliport,Riverside Hospital Airlift Heliport,1332.0,,US,US-KS,Wichita,06KS,,06KS,"37.69580078125, -97.37249755859375"
06KY,closed,Falcon Heliport,751.0,,US,US-KY,Jackson,,,,"37.525902, -83.344901"
06LA,heliport,Panther Helicopters Inc Heliport,,,US,US-LA,Belle Chasse,06LA,,06LA,"29.84606, -90.03216"
06LL,closed,Hammersmith Heliport,812.0,,US,US-IL,Elburn,,,,"41.872301, -88.491982"
06LS,heliport,Tembec Heliport,85.0,,US,US-LA,St Francisville,06LS,,06LS,"30.70789909362793, -91.32019805908203"
06MA,heliport,The Barn Heliport,210.0,,US,US-MA,Pepperell,06MA,,06MA,"42.69060134887695, -71.60900115966797"
06MD,heliport,Johns Hopkins Bayview Hospital Heliport,132.0,,US,US-MD,Baltimore,06MD,,06MD,"39.291401, -76.546303"
06ME,heliport,Barker Heliport,649.0,,US,US-ME,Bethel,06ME,,06ME,"44.415247, -70.844275"
